date,unhedged_pnl,hedged_pnl_gross,hedged_pnl_net,transaction_cost,turnover
2024-01-01,-0.003167818531837119,-0.0037315130603240007,-0.003909588752302951,0.00017807569197895063,0.6403784598947532
2024-01-02,0.009837709717958498,0.009124742158808735,0.009124742158808735,0.0,0.0
2024-01-03,-0.003742314204162711,0.0036392808311319714,0.0036392808311319714,0.0,0.0
2024-01-04,-0.005747544340688915,-0.007551252615298097,-0.007551252615298097,0.0,0.0
2024-01-05,0.023098747848139256,0.010389781624475935,0.010389781624475935,0.0,0.0
2024-01-08,-0.003136278744948484,0.011254372430893441,0.011254372430893441,0.0,0.0
2024-01-09,0.012339912316812418,0.005812702607412216,0.005812702607412216,0.0,0.0
2024-01-10,-0.018047049330333742,0.0032388118865173086,0.0032388118865173086,0.0,0.0
2024-01-11,0.008076479747851195,0.004284111728924369,0.004284111728924369,0.0,0.0
2024-01-12,0.010150999523198978,0.002304468902394035,0.002304468902394035,0.0,0.0
2024-01-15,-0.027646611207569283,-0.02319576653017757,-0.02319576653017757,0.0,0.0
2024-01-16,-0.004452937053700645,-0.0034784254138568362,-0.0034784254138568362,0.0,0.0
2024-01-17,0.005177086574996048,0.005036273053632209,0.005036273053632209,0.0,0.0
2024-01-18,0.018643980381286118,0.00864912371815465,0.00864912371815465,0.0,0.0
2024-01-19,0.009623770094478346,0.002075196896848791,0.002075196896848791,0.0,0.0
2024-01-22,-0.020779238454927573,-0.017487701920827707,-0.017487701920827707,0.0,0.0
2024-01-23,-0.0049749952609405845,-0.005130710582282018,-0.005130710582282018,0.0,0.0
2024-01-24,0.006343923942723428,-0.003478153615342606,-0.003478153615342606,0.0,0.0
2024-01-25,0.005035891027814765,0.002869228237363207,0.002869228237363207,0.0,0.0
2024-01-26,0.00593391203443816,0.006402603745204623,0.006402603745204623,0.0,0.0
2024-01-29,-0.0018752368471297576,-0.011711193043780228,-0.011711193043780228,0.0,0.0
2024-01-30,-0.015076290934971093,-0.01850348061957066,-0.01850348061957066,0.0,0.0
2024-01-31,0.013719357042834446,0.010301146381880049,0.010301146381880049,0.0,0.0
