date,unhedged_pnl,hedged_pnl_gross,hedged_pnl_net,transaction_cost,turnover
2024-01-01,-0.003167818531837119,-0.0036198058559466398,-0.0037725008199308223,0.0001526949639841826,0.513474819920913
2024-01-02,0.009837709717958498,0.00926603076251074,0.00926603076251074,0.0,0.0
2024-01-03,-0.003742314204162711,0.002176471980650526,0.002176471980650526,0.0,0.0
2024-01-04,-0.005747544340688915,-0.007193812195555591,-0.007193812195555591,0.0,0.0
2024-01-05,0.023098747848139256,0.012908314297096641,0.012908314297096641,0.0,0.0
2024-01-08,-0.003136278744948484,0.008299874642403683,0.008248960566634022,5.091407576966043e-05,0.004570378848302137
2024-01-09,0.012339912316812418,0.007152782803630545,0.007152782803630545,0.0,0.0
2024-01-10,-0.018047049330333742,-0.0011313190493822609,-0.0011313190493822609,0.0,0.0
2024-01-11,0.008076479747851195,0.005062710472521742,0.005062710472521742,0.0,0.0
2024-01-12,0.010150999523198978,0.0039154145839489255,0.0039154145839489255,0.0,0.0
2024-01-15,-0.027646611207569283,-0.02392429423005285,-0.02397962521772158,5.533098766872973e-05,0.026654938343648626
2024-01-16,-0.004452937053700645,-0.0036379364224263704,-0.0036379364224263704,0.0,0.0
2024-01-17,0.005177086574996048,0.005059321836114247,0.005059321836114247,0.0,0.0
2024-01-18,0.018643980381286118,0.010285112044676388,0.010285112044676388,0.0,0.0
2024-01-19,0.009623770094478346,0.003310770157120806,0.003310770157120806,0.0,0.0
2024-01-22,-0.020779238454927573,-0.017747767527268584,-0.017808612032167288,6.0844504898701904e-05,0.054222524493509505
2024-01-23,-0.0049749952609405845,-0.005118407453011764,-0.005118407453011764,0.0,0.0
2024-01-24,0.006343923942723428,-0.0027021073736604295,-0.0027021073736604295,0.0,0.0
2024-01-25,0.005035891027814765,0.0030404171233786442,0.0030404171233786442,0.0,0.0
2024-01-26,0.00593391203443816,0.006365572227330972,0.006365572227330972,0.0,0.0
2024-01-29,-0.0018752368471297576,-0.011590047139409705,-0.011648588988769493,5.854184935978835e-05,0.042709246798941725
2024-01-30,-0.015076290934971093,-0.018461269167477014,-0.018461269167477014,0.0,0.0
2024-01-31,0.013719357042834446,0.010343247242596703,0.010343247242596703,0.0,0.0
2024-02-01,0.022607651430135656,0.009684716708341867,0.009684716708341867,0.0,0.0
2024-02-02,-0.016077651164965068,-0.011224707542802687,-0.011224707542802687,0.0,0.0
2024-02-05,-0.015488040851481144,-0.02195391789854673,-0.022007363045904595,5.344514735786448e-05,0.017225736789322377
2024-02-06,0.0005371775110090127,0.00250410797425257,0.00250410797425257,0.0,0.0
2024-02-07,0.010383977548577894,0.017821350143977774,0.017821350143977774,0.0,0.0
2024-02-08,0.01544236604600524,0.014782967455641144,0.014782967455641144,0.0,0.0
2024-02-09,0.009405963859457911,0.0010291170956375321,0.0010291170956375321,0.0,0.0
2024-02-12,-0.005884817541465748,-0.007557524613824026,-0.007621820810022248,6.429619619822165e-05,0.07148098099110822
