date,unhedged_pnl,hedged_pnl_gross,hedged_pnl_net,transaction_cost,turnover
2018-02-20,0.013955252880027524,0.00635389714734098,0.00635389714734098,0.0,0.0
2018-02-21,-0.0021362017277235523,-0.0016651516843100293,-0.0016651516843100293,0.0,0.0
2018-02-22,0.010986678584563814,-0.0036236277008988727,-0.0036236277008988727,0.0,0.0
2018-02-23,0.017292420086173044,0.008019083808313458,0.008019083808313458,0.0,0.0
2018-02-26,0.00910447137313608,0.002221392662242816,0.002221392662242816,0.0,0.0
2018-02-27,-0.008059810632838227,0.0015023360668101633,0.0015023360668101633,0.0,0.0
2018-02-28,-0.028684225272944452,-0.00014562907426583782,-0.00014562907426583782,0.0,0.0
2018-03-01,-0.012650740572111796,-0.004090049750975091,-0.004090049750975091,0.0,0.0
2018-03-02,-0.0018612661428070165,5.9639229035327816e-05,5.9639229035327816e-05,0.0,0.0
2018-03-05,0.010910869450691418,0.008504529207222994,0.008504529207222994,0.0,0.0
2018-03-06,-0.0005049147675872945,-0.002904747871403427,-0.002904747871403427,0.0,0.0
2018-03-07,-0.00345680574195506,0.006116638506061898,0.006116638506061898,0.0,0.0
2018-03-08,-0.021604499222977136,-0.012894439750653776,-0.012894439750653776,0.0,0.0
2018-03-09,0.009981830665143354,0.00069674952305512,0.00069674952305512,0.0,0.0
2018-03-12,-0.009525568094767012,-0.0013038837402984792,-0.0013038837402984792,0.0,0.0
2018-03-13,0.0,-0.003417056090505081,-0.003417056090505081,0.0,0.0
2018-03-14,0.011297232735663298,0.004489333587676227,0.004489333587676227,0.0,0.0
2018-03-15,-0.001018913063483784,-0.005362102044517389,-0.005362102044517389,0.0,0.0
2018-03-16,0.009785512555416487,-0.019508294365179438,-0.019508294365179438,0.0,0.0
2018-03-19,-0.0003533044700984034,0.018706826254594064,0.018706826254594064,0.0,0.0
2018-03-20,0.019495500647241926,-0.00045805815106057454,-0.00045805815106057454,0.0,0.0
2018-03-21,0.029724825718308923,0.00045264155451625945,0.00045264155451625945,0.0,0.0
2018-03-22,-0.007468676090017556,0.0028767575041015285,0.0028767575041015285,0.0,0.0
2018-03-23,0.017498355240900265,0.004300257716826418,0.004300257716826418,0.0,0.0
2018-03-26,-0.0034812937026452717,-0.0007906672798322686,-0.0007906672798322686,0.0,0.0
2018-03-27,0.0015027507937823703,0.0028521551756240586,0.0028521551756240586,0.0,0.0
2018-03-28,0.00233158378153675,7.915159424945993e-05,7.915159424945993e-05,0.0,0.0
2018-03-29,0.012988446894230954,0.00984302513598383,0.00984302513598383,0.0,0.0
2018-03-30,-0.00020148692007648794,-0.00020148692007648794,-0.00020148692007648794,0.0,0.0
2018-04-02,-0.01865149307168046,-0.001188893177706915,-0.001188893177706915,0.0,0.0
2018-04-03,0.007144028966355576,-0.0006206600662999858,-0.0006206600662999858,0.0,0.0
2018-04-04,-0.008526796178885077,-0.001735023614156798,-0.001735023614156798,0.0,0.0
2018-04-05,-0.0069094931374019675,-0.005084386131147634,-0.005084386131147634,0.0,0.0
2018-04-06,-0.000859802201472859,0.008741755715896927,0.008741755715896927,0.0,0.0
2018-04-09,0.02167074973662797,0.002257599822446041,0.002257599822446041,0.0,0.0
2018-04-10,0.024133809178182197,-0.006171850801434738,-0.006171850801434738,0.0,0.0
2018-04-11,0.018321766661594685,0.006074929850282278,0.006074929850282278,0.0,0.0
2018-04-12,-0.007288353909372769,-0.001679721112442665,-0.001679721112442665,0.0,0.0
2018-04-13,0.004755642170818808,-0.001757016452893315,-0.001757016452893315,0.0,0.0
2018-04-16,-0.015543285490298597,-0.0013198161852432128,-0.0013198161852432128,0.0,0.0
2018-04-17,-0.014145702305611407,-0.00626107788693377,-0.00626107788693377,0.0,0.0
2018-04-18,0.026262942022433844,0.005932722419648085,0.005932722419648085,0.0,0.0
2018-04-19,-0.0020834591039922135,-0.006836156815629485,-0.006836156815629485,0.0,0.0
2018-04-20,0.011044316397097687,0.008465745118285385,0.008465745118285385,0.0,0.0
2018-04-23,-0.005076645954593451,-0.0029340619811718334,-0.0029340619811718334,0.0,0.0
2018-04-24,-0.0022681668973026925,-0.0069932593947388535,-0.0069932593947388535,0.0,0.0
2018-04-25,0.0011627263185409742,-0.002682783809586324,-0.002682783809586324,0.0,0.0
2018-04-26,0.014722563533448252,0.007915596846651062,0.007915596846651062,0.0,0.0
2018-04-27,-0.0008742919869214605,0.0025032847277927884,0.0025032847277927884,0.0,0.0
2018-04-30,0.009221465064009893,0.0028643140483137442,0.0028643140483137442,0.0,0.0
2018-05-01,-0.03062509810417202,-0.014634858792619467,-0.014634858792619467,0.0,0.0
2018-05-02,0.011805183295490851,0.007091498553963845,0.007091498553963845,0.0,0.0
2018-05-03,0.0016887217514360842,0.0004099634203247667,0.0004099634203247667,0.0,0.0
2018-05-04,0.01394897306922016,-0.0009484081598883191,-0.0009484081598883191,0.0,0.0
2018-05-07,0.004093369222402554,-0.004697491116094812,-0.004697491116094812,0.0,0.0
2018-05-08,0.0011243950575607897,-0.0009481371278458662,-0.0009481371278458662,0.0,0.0
2018-05-09,0.02398985621620464,0.002899281951829126,0.002899281951829126,0.0,0.0
2018-05-10,0.002235093868225402,0.0006193300415687488,0.0006193300415687488,0.0,0.0
2018-05-11,-0.005975331651275395,-0.005168917946785385,-0.005168917946785385,0.0,0.0
2018-05-14,0.0136197526620363,0.00030182483160929793,0.00030182483160929793,0.0,0.0
2018-05-15,-0.0030748035122361017,0.0032869046009622134,0.0032869046009622134,0.0,0.0
2018-05-16,0.00877174743946707,0.0007621961597634504,0.0007621961597634504,0.0,0.0
2018-05-17,0.010019475414675183,0.004066043291746973,0.004066043291746973,0.0,0.0
2018-05-18,-0.011037653287143234,-0.005518143760232415,-0.005518143760232415,0.0,0.0
2018-05-21,0.0009039237881820483,-0.0010796664706269193,-0.0010796664706269193,0.0,0.0
2018-05-22,-0.0056192295642850665,-0.0016608964608455373,-0.0016608964608455373,0.0,0.0
2018-05-23,0.007907318024263477,0.0027384301822898516,0.0027384301822898516,0.0,0.0
2018-05-24,-0.007120240905497566,0.0019717593088441013,0.0019717593088441013,0.0,0.0
2018-05-25,-0.032579878606751156,-0.007817316288545713,-0.007817316288545713,0.0,0.0
2018-05-28,0.008054534748888065,0.008054534748888065,0.008054534748888065,0.0,0.0
2018-05-29,-0.018605918713555658,-0.010388712400674415,-0.010388712400674415,0.0,0.0
2018-05-30,0.03186837051369373,0.012377464324822295,0.012377464324822295,0.0,0.0
2018-05-31,-0.005947706240670647,0.002168053080693514,0.002168053080693514,0.0,0.0
2018-06-01,-0.012853380088130195,-0.001386452589213322,-0.001386452589213322,0.0,0.0
2018-06-04,-0.013792142153634335,-0.0025900039543069707,-0.0025900039543069707,0.0,0.0
2018-06-05,-0.003358986267445019,0.00420457863418439,0.00420457863418439,0.0,0.0
2018-06-06,-0.00560859175961792,-0.006880021962757229,-0.006880021962757229,0.0,0.0
2018-06-07,0.02851183473505725,0.011160480632320925,0.011160480632320925,0.0,0.0
2018-06-08,-0.012312552666852161,-0.005671143635674081,-0.005671143635674081,0.0,0.0
2018-06-11,0.0020312697409989866,0.0045405768525667665,0.0045405768525667665,0.0,0.0
2018-06-12,0.0008700985092833236,0.0012895022341373285,0.0012895022341373285,0.0,0.0
2018-06-13,0.016608054057487998,0.005278799396324203,0.005278799396324203,0.0,0.0
2018-06-14,-0.017347308067660383,-0.006989484984196713,-0.006989484984196713,0.0,0.0
2018-06-15,-0.03659603533612488,-0.0038979975563841196,-0.0038979975563841196,0.0,0.0
2018-06-18,0.02442958598901357,0.0031027317429286536,0.0031027317429286536,0.0,0.0
2018-06-19,-0.007494598123486518,-0.0045194027343397995,-0.0045194027343397995,0.0,0.0
2018-06-20,-0.011288477653122131,0.00022587775695072886,0.00022587775695072886,0.0,0.0
2018-06-21,-0.008768956945095496,-0.0001276883784823539,-0.0001276883784823539,0.0,0.0
2018-06-22,0.019688875054504784,-0.0003814695681078409,-0.0003814695681078409,0.0,0.0
2018-06-25,-0.009960628061149168,-0.002280700622571661,-0.002280700622571661,0.0,0.0
2018-06-26,0.013296619056104797,0.0021065534273120197,0.0021065534273120197,0.0,0.0
2018-06-27,0.018189547397026384,0.001188430887617043,0.001188430887617043,0.0,0.0
2018-06-28,-0.0033744645696643927,-0.004208541902174774,-0.004208541902174774,0.0,0.0
2018-06-29,0.020438727299957993,0.006689373638404668,0.006689373638404668,0.0,0.0
2018-07-02,-0.023075690870054677,-0.0033817484169914626,-0.0033817484169914626,0.0,0.0
2018-07-03,0.004602496565218939,0.0008260783448310726,0.0008260783448310726,0.0,0.0
2018-07-04,-0.0017334831159447894,-0.0017334831159447894,-0.0017334831159447894,0.0,0.0
2018-07-05,0.009146077923656737,0.0020430690769288893,0.0020430690769288893,0.0,0.0
2018-07-06,0.006690008563878358,0.010420566497610497,0.010420566497610497,0.0,0.0
2018-07-09,0.0077800952043161065,-0.0034588229984800142,-0.0034588229984800142,0.0,0.0
2018-07-10,-0.0004344203167110372,-0.011121736354955867,-0.011121736354955867,0.0,0.0
2018-07-11,-0.04556401243591246,-0.0008864787988284162,-0.0008864787988284162,0.0,0.0
2018-07-12,0.002772593422012415,0.0006341397309494847,0.0006341397309494847,0.0,0.0
2018-07-13,0.008639875008660258,0.005226573924848077,0.005226573924848077,0.0,0.0
2018-07-16,-0.043468459503569146,-0.012441421873896987,-0.012441421873896987,0.0,0.0
2018-07-17,0.007960582337406708,0.004877600713318502,0.004877600713318502,0.0,0.0
2018-07-18,0.01133297194096694,-0.0009562624260719809,-0.0009562624260719809,0.0,0.0
2018-07-19,0.0006078745019164611,0.00017496802299374152,0.00017496802299374152,0.0,0.0
2018-07-20,0.008977487796721695,0.003785142900820225,0.003785142900820225,0.0,0.0
2018-07-23,0.008334566021518386,0.0018818882576467086,0.0018818882576467086,0.0,0.0
2018-07-24,0.012699843930268795,0.0075749645359020935,0.0075749645359020935,0.0,0.0
2018-07-25,0.010096920833260414,0.001179875896602586,0.001179875896602586,0.0,0.0
2018-07-26,-0.009995992092452943,-0.017563139923926652,-0.017563139923926652,0.0,0.0
2018-07-27,0.008105661603975411,0.01519198888929706,0.01519198888929706,0.0,0.0
2018-07-30,0.010512025801893587,0.0058898472508977775,0.0058898472508977775,0.0,0.0
2018-07-31,-0.011876144322121918,0.0002464605633911588,0.0002464605633911588,0.0,0.0
2018-08-01,-0.015452097781695429,-0.00019493534402490777,-0.00019493534402490777,0.0,0.0
2018-08-02,0.006170723833586189,-0.007628433123322266,-0.007628433123322266,0.0,0.0
2018-08-03,0.008501869251681171,0.00637876331438166,0.00637876331438166,0.0,0.0
2018-08-06,-0.0010945150975621987,-0.0019417306410382344,-0.0019417306410382344,0.0,0.0
2018-08-07,0.010720883333971365,0.00014078936888820524,0.00014078936888820524,0.0,0.0
2018-08-08,-0.030415708176973366,-0.0090865977286466,-0.0090865977286466,0.0,0.0
2018-08-09,-0.0006215973070302638,-0.0001930805123458025,-0.0001930805123458025,0.0,0.0
2018-08-10,0.018424327075605706,0.005562612846748107,0.005562612846748107,0.0,0.0
2018-08-13,-0.007039830931067637,-0.006617231749262378,-0.006617231749262378,0.0,0.0
2018-08-14,0.00702020334295983,0.012516610042952962,0.012516610042952962,0.0,0.0
2018-08-15,-0.0184850674340159,-0.0018930861349481416,-0.0018930861349481416,0.0,0.0
2018-08-16,0.01823607278128736,0.015201286277849236,0.015201286277849236,0.0,0.0
2018-08-17,-0.01673549413425235,-0.01673549413425235,-0.01673549413425235,0.0,0.0
2018-08-20,0.010300901889961134,0.00468407732166236,0.00468407732166236,0.0,0.0
2018-08-21,0.0029310931938815177,-0.0017917133371793325,-0.0017917133371793325,0.0,0.0
2018-08-22,0.02664187215446523,0.004861134728406501,0.004861134728406501,0.0,0.0
2018-08-23,-0.002096760895308525,-0.005431503147224594,-0.005431503147224594,0.0,0.0
2018-08-24,0.017719429488627814,0.00858321881974367,0.00858321881974367,0.0,0.0
2018-08-27,0.013817728164865928,0.003952513360332208,0.003952513360332208,0.0,0.0
2018-08-28,-0.009535154214211472,-0.009128622706290723,-0.009128622706290723,0.0,0.0
2018-08-29,0.016959154350484784,0.002317312854388482,0.002317312854388482,0.0,0.0
2018-08-30,-0.0030675915331119796,-0.0014671257408826503,-0.0014671257408826503,0.0,0.0
2018-08-31,-0.005425111786367842,-0.0034209151246895044,-0.0034209151246895044,0.0,0.0
2018-09-03,0.00376629881660806,0.00376629881660806,0.00376629881660806,0.0,0.0
2018-09-04,0.0024029489096661916,0.0015994556712859496,0.0015994556712859496,0.0,0.0
2018-09-05,-0.0003440343380833877,0.004071180994210874,0.004071180994210874,0.0,0.0
2018-09-06,-0.021013267749923625,-0.010121734291577398,-0.010121734291577398,0.0,0.0
2018-09-07,0.011112892799033602,0.007845674090184298,0.007845674090184298,0.0,0.0
2018-09-10,0.00321162753306492,0.004839244739467785,0.004839244739467785,0.0,0.0
2018-09-11,0.016883388246505815,0.00302322215514173,0.00302322215514173,0.0,0.0
2018-09-12,-0.003220414191901111,-0.00522733025203501,-0.00522733025203501,0.0,0.0
2018-09-13,-0.01759647040473833,-0.003980233229241938,-0.003980233229241938,0.0,0.0
2018-09-14,0.0,0.006914202928712121,0.006914202928712121,0.0,0.0
2018-09-17,-0.024443388699581625,-0.02239383146680759,-0.02239383146680759,0.0,0.0
2018-09-18,0.014686931298234063,0.0007176805663361256,0.0007176805663361256,0.0,0.0
2018-09-19,0.015941410303361492,0.013109957262095186,0.013109957262095186,0.0,0.0
2018-09-20,-0.016906523406822194,-0.009245593214167833,-0.009245593214167833,0.0,0.0
2018-09-21,-0.009955863252733677,-0.007922274156053722,-0.007922274156053722,0.0,0.0
2018-09-24,0.030618982803898298,0.0037139545088973117,0.0037139545088973117,0.0,0.0
2018-09-25,0.005972174307415479,-0.0011496487296961781,-0.0011496487296961781,0.0,0.0
2018-09-26,0.008340009478280619,0.005592460618246201,0.005592460618246201,0.0,0.0
2018-09-27,-0.008271029017876352,-0.011401393327545483,-0.011401393327545483,0.0,0.0
2018-09-28,0.016604046724702393,0.004516521796966683,0.004516521796966683,0.0,0.0
2018-10-01,0.02592224432914625,0.003995446729624562,0.003995446729624562,0.0,0.0
2018-10-02,-0.002813411946414157,0.0016914524281603253,0.0016914524281603253,0.0,0.0
2018-10-03,0.013847708142039616,0.00139612510670439,0.00139612510670439,0.0,0.0
2018-10-04,-0.01801373013266616,-0.00647863296892362,-0.00647863296892362,0.0,0.0
2018-10-05,-0.004199968974745727,-5.296765796450765e-05,-5.296765796450765e-05,0.0,0.0
2018-10-08,0.006665721946575109,0.005150641653291026,0.005150641653291026,0.0,0.0
2018-10-09,0.014076169231545865,0.00462305587629272,0.00462305587629272,0.0,0.0
2018-10-10,-0.021113210832436113,-0.009140755091577166,-0.009140755091577166,0.0,0.0
2018-10-11,-0.02318954512125304,-0.0008134602384842968,-0.0008134602384842968,0.0,0.0
2018-10-12,-0.011110506523276054,-0.009554244740213918,-0.009554244740213918,0.0,0.0
2018-10-15,0.009876059922888203,0.010265808838914307,0.010265808838914307,0.0,0.0
2018-10-16,0.00605057048410651,0.0005916882586774102,0.0005916882586774102,0.0,0.0
2018-10-17,-0.010118540993123148,0.0003449409319256202,0.0003449409319256202,0.0,0.0
2018-10-18,-0.005765090533365269,-0.00027484928498866523,-0.00027484928498866523,0.0,0.0
2018-10-19,0.006325761417443676,0.004352755010615846,0.004352755010615846,0.0,0.0
2018-10-22,0.015095981446770157,0.008796366314268549,0.008796366314268549,0.0,0.0
2018-10-23,-0.04201922793457313,-0.011134115925100583,-0.011134115925100583,0.0,0.0
2018-10-24,0.004645334275822144,0.008290758527816888,0.008290758527816888,0.0,0.0
2018-10-25,0.012722802667967992,-0.0019190388281283104,-0.0019190388281283104,0.0,0.0
2018-10-26,0.017470444820918196,0.0046667184830833635,0.0046667184830833635,0.0,0.0
2018-10-29,-0.01573665278307501,-0.004692727498562638,-0.004692727498562638,0.0,0.0
2018-10-30,-0.005600000960193641,-8.454630276378584e-06,-8.454630276378584e-06,0.0,0.0
2018-10-31,-0.009615571547351931,-0.003586643002574907,-0.003586643002574907,0.0,0.0
2018-11-01,-0.020617596590663867,-0.0020024205932201826,-0.0020024205932201826,0.0,0.0
2018-11-02,-0.011280197421411287,0.0007068962776776294,0.0007068962776776294,0.0,0.0
2018-11-05,0.005196151292246487,0.0005870667314802581,0.0005870667314802581,0.0,0.0
2018-11-06,0.0018018891386473168,0.0038861030460948607,0.0038861030460948607,0.0,0.0
2018-11-07,0.017756333751361986,-0.0018813965895912686,-0.0018813965895912686,0.0,0.0
2018-11-08,-0.03526522276813593,-0.004606829799763023,-0.004606829799763023,0.0,0.0
2018-11-09,-0.006885014404324985,-0.0018041463788029842,-0.0018041463788029842,0.0,0.0
2018-11-12,-0.006566002967179574,0.008764370422687124,0.008764370422687124,0.0,0.0
2018-11-13,-0.039958925941610324,-0.006159245287454422,-0.006159245287454422,0.0,0.0
2018-11-14,0.012851043885570457,-0.0020150085505254243,-0.0020150085505254243,0.0,0.0
2018-11-15,-0.012366747306961745,-0.0021762627931339804,-0.0021762627931339804,0.0,0.0
2018-11-16,0.007176151043349233,0.005383306029629685,0.005383306029629685,0.0,0.0
2018-11-19,0.010734974865461933,0.00626189884836927,0.00626189884836927,0.0,0.0
2018-11-20,-0.06008353414232637,-0.014686972084804108,-0.014686972084804108,0.0,0.0
2018-11-21,-0.007174028697487511,0.0007999622065557165,0.0007999622065557165,0.0,0.0
2018-11-22,0.0015057496466257536,0.0015057496466257536,0.0015057496466257536,0.0,0.0
2018-11-23,-0.0015034857734536056,-0.0015034857734536056,-0.0015034857734536056,0.0,0.0
2018-11-26,-0.03756311269836865,0.0012483961586319259,0.0012483961586319259,0.0,0.0
2018-11-27,0.011186551000385458,0.019105866398410457,0.019105866398410457,0.0,0.0
2018-11-28,-0.029099505573904838,-0.01511591981692536,-0.01511591981692536,0.0,0.0
2018-11-29,-0.0006528933653956459,-0.0006528933653956459,-0.0006528933653956459,0.0,0.0
2018-11-30,-0.003571418401455473,0.007084169887632424,0.007084169887632424,0.0,0.0
2018-12-03,0.03826492015438454,0.008991122664745197,0.008991122664745197,0.0,0.0
2018-12-04,-0.004106992177896895,-0.002615465653878127,-0.002615465653878127,0.0,0.0
2018-12-05,0.0016941153146206034,0.007172252856541432,0.007172252856541432,0.0,0.0
2018-12-06,-0.014792007517857697,-0.010783161524447592,-0.010783161524447592,0.0,0.0
2018-12-07,0.006310605588512486,-0.005770505451185794,-0.005770505451185794,0.0,0.0
2018-12-10,-0.03177185590558029,-0.003464568797523982,-0.003464568797523982,0.0,0.0
2018-12-11,0.0036606930052576203,6.982134483094577e-05,6.982134483094577e-05,0.0,0.0
2018-12-12,0.007608313515542253,0.006586484751246097,0.006586484751246097,0.0,0.0
2018-12-13,0.022461596784201898,0.0025588521091843043,0.0025588521091843043,0.0,0.0
2018-12-14,-0.01484540099177234,0.005119914684069506,0.005119914684069506,0.0,0.0
2018-12-17,-0.029578670332905066,-0.008132612890310646,-0.008132612890310646,0.0,0.0
2018-12-18,-0.02766796734792376,-0.0051675510053410326,-0.0051675510053410326,0.0,0.0
2018-12-19,0.024788218369423687,0.0054606332850423815,0.0054606332850423815,0.0,0.0
2018-12-20,-0.02622330432742226,0.0037264423049619133,0.0037264423049619133,0.0,0.0
2018-12-21,-0.02918597307229931,-0.018310258834662557,-0.018310258834662557,0.0,0.0
2018-12-24,0.004718196558495036,0.004718196558495036,0.004718196558495036,0.0,0.0
2018-12-25,-0.0020325746504513686,-0.0020325746504513686,-0.0020325746504513686,0.0,0.0
2018-12-26,0.011151511641183776,0.0001408629837252786,0.0001408629837252786,0.0,0.0
2018-12-27,-0.025011912163384387,-0.0010853408405833084,-0.0010853408405833084,0.0,0.0
2018-12-28,-0.006296640874682735,0.014380913549922724,0.014380913549922724,0.0,0.0
2018-12-31,-0.004731373065208211,-0.004731373065208211,-0.004731373065208211,0.0,0.0
2019-01-01,-0.0016860584153240987,-0.0016860584153240987,-0.0016860584153240987,0.0,0.0
2019-01-02,0.024252297380758403,-0.007790039034654576,-0.007790039034654576,0.0,0.0
2019-01-03,0.029780822664105866,0.009899989966854917,0.009899989966854917,0.0,0.0
2019-01-04,0.033802617273444024,0.007875655906446864,0.007875655906446864,0.0,0.0
2019-01-07,-0.002976020231512555,-0.0056000837495229945,-0.0056000837495229945,0.0,0.0
2019-01-08,-0.029810055995417084,-0.048647613863625816,-0.048647613863625816,0.0,0.0
2019-01-09,0.10412510623157756,0.07543130497274064,0.07543130497274064,0.0,0.0
2019-01-10,0.010310351912644622,0.0008798668153112109,0.0008798668153112109,0.0,0.0
2019-01-11,-0.0031313818442081365,0.004726577485431458,0.004726577485431458,0.0,0.0
2019-01-14,-0.01746462066428145,-0.0035903426686629564,-0.0035903426686629564,0.0,0.0
2019-01-15,-0.0002289252907031747,-0.012310036330401454,-0.012310036330401454,0.0,0.0
2019-01-16,0.013293843726678745,-0.0025979665795985984,-0.0025979665795985984,0.0,0.0
2019-01-17,-0.007181269066106721,-0.0032782090032538263,-0.0032782090032538263,0.0,0.0
2019-01-18,0.0,-0.017151319637046386,-0.017151319637046386,0.0,0.0
2019-01-21,0.023276235417957647,0.023276235417957647,0.023276235417957647,0.0,0.0
2019-01-22,-0.007908035698979576,-0.00550430254136529,-0.00550430254136529,0.0,0.0
2019-01-23,-0.005680004628744073,0.0005866752535400978,0.0005866752535400978,0.0,0.0
2019-01-24,-0.0012634736208307906,-0.0002925126998339012,-0.0002925126998339012,0.0,0.0
2019-01-25,0.01573203267306167,0.010871910647918395,0.010871910647918395,0.0,0.0
2019-01-28,-0.01532749778960485,0.007390660840125629,0.007390660840125629,0.0,0.0
2019-01-29,0.026330994399017538,-0.0009525190154679522,-0.0009525190154679522,0.0,0.0
2019-01-30,0.0024083129475238607,-0.0019230994907193013,-0.0019230994907193013,0.0,0.0
2019-01-31,-0.008037842693334518,-0.0008538846648037642,-0.0008538846648037642,0.0,0.0
2019-02-01,0.006111587678029107,-0.007890746474279767,-0.007890746474279767,0.0,0.0
2019-02-04,0.010369063087285024,0.01654847265519349,0.01654847265519349,0.0,0.0
2019-02-05,-0.009374464498403068,-0.004109070161993731,-0.004109070161993731,0.0,0.0
2019-02-06,0.01237133430053916,0.008037571665639245,0.008037571665639245,0.0,0.0
2019-02-07,-0.011502339880682722,-0.00862720505846514,-0.00862720505846514,0.0,0.0
2019-02-08,0.006655196362135074,0.0056937030990894776,0.0056937030990894776,0.0,0.0
2019-02-11,-0.020828643440881534,-0.011224116581669713,-0.011224116581669713,0.0,0.0
2019-02-12,0.0154997820386511,0.007246614210177539,0.007246614210177539,0.0,0.0
2019-02-13,0.016053600238664423,-0.0007816517194336528,-0.0007816517194336528,0.0,0.0
2019-02-14,0.01948204146906285,0.002960211754865369,0.002960211754865369,0.0,0.0
2019-02-15,0.05697557109306972,0.036584884722933184,0.036584884722933184,0.0,0.0
2019-02-18,0.00041969179894252306,0.00041969179894252306,0.00041969179894252306,0.0,0.0
2019-02-19,-0.012969779487325805,-0.004362476090678405,-0.004362476090678405,0.0,0.0
2019-02-20,-0.023041703526860968,-0.031733305255743534,-0.031733305255743534,0.0,0.0
2019-02-21,0.010695593409018711,0.0016352740441267413,0.0016352740441267413,0.0,0.0
2019-02-22,-0.013025383529324364,-0.010783194843646796,-0.010783194843646796,0.0,0.0
2019-02-25,-0.027228010436961547,-0.0042997569560347115,-0.0042997569560347115,0.0,0.0
2019-02-26,0.01599090042464768,0.0035304877317920147,0.0035304877317920147,0.0,0.0
2019-02-27,0.012571703914065147,0.003469567690565995,0.003469567690565995,0.0,0.0
2019-02-28,-0.001414293808579714,-0.004567698870781961,-0.004567698870781961,0.0,0.0
2019-03-01,-0.026955311363429324,-0.013488569606355433,-0.013488569606355433,0.0,0.0
2019-03-04,0.0018839049987886547,-0.004041599707572532,-0.004041599707572532,0.0,0.0
2019-03-05,-0.0031076414877502234,-0.0031076414877502234,-0.0031076414877502234,0.0,0.0
2019-03-06,-0.004316086528749263,-0.0025049471781550163,-0.0025049471781550163,0.0,0.0
2019-03-07,-0.0008996700014275438,0.0027300162226672345,0.0027300162226672345,0.0,0.0
2019-03-08,0.0012805100108388423,0.00538067661049004,0.00538067661049004,0.0,0.0
2019-03-11,-0.0008015526238074333,-0.0008015526238074333,-0.0008015526238074333,0.0,0.0
2019-03-12,-0.004353139958639618,-0.0011493194467580908,-0.0011493194467580908,0.0,0.0
2019-03-13,0.011132930883765768,0.006080114579571683,0.006080114579571683,0.0,0.0
